user_id,session_id,behavior_label,behavior_id,click_count,view_count,purchase_count,time_on_page,cart_add_count,search_count,session_duration,avg_price_viewed,category_diversity,return_rate
user_014,6,brand_loyal,5,15.0,7.0,4.0,5.9199,2.0,2.0,8.5883,746.7718,0.1886,0.0553
user_014,7,brand_loyal,5,18.0,11.0,3.0,3.2695,2.0,2.0,14.2795,728.7002,0.1419,0.0768
user_014,8,brand_loyal,5,18.0,7.0,4.0,3.4824,4.0,2.0,5.9013,798.5375,0.1148,0.0601
user_014,9,brand_loyal,5,14.0,11.0,3.0,5.5418,2.0,1.0,7.1116,759.8032,0.076,0.0245
user_014,10,brand_loyal,5,11.0,11.0,3.0,2.2392,4.0,3.0,10.3431,733.3895,0.0607,0.0272
user_015,1,price_sensitive,3,26.0,10.0,1.0,3.1709,7.0,16.0,33.1442,100.449,0.8387,0.1426
user_015,2,price_sensitive,3,18.0,19.0,1.0,7.9608,9.0,22.0,22.0401,102.2191,0.8177,0.195
user_015,3,price_sensitive,3,25.0,13.0,3.0,5.2351,9.0,18.0,18.8065,56.7288,0.7023,0.18
user_015,4,price_sensitive,3,29.0,12.0,1.0,7.5199,8.0,12.0,19.7831,73.327,0.8062,0.0703
user_015,5,price_sensitive,3,22.0,25.0,3.0,6.0296,14.0,10.0,22.8696,110.5231,0.6848,0.1836
user_015,6,price_sensitive,3,28.0,12.0,3.0,4.1589,14.0,21.0,24.6351,103.6399,0.6003,0.1706
user_015,7,price_sensitive,3,21.0,19.0,1.0,3.8358,10.0,24.0,25.8574,88.3117,0.6759,0.0509
user_015,8,price_sensitive,3,18.0,26.0,1.0,9.6056,14.0,12.0,15.637,82.9658,0.8422,0.0802
user_015,9,price_sensitive,3,34.0,17.0,1.0,6.6285,5.0,14.0,28.797,168.5739,0.675,0.1016
user_015,10,price_sensitive,3,30.0,12.0,2.0,6.3719,11.0,12.0,25.6799,66.5264,0.7562,0.1342
user_016,1,researcher,1,39.0,36.0,1.0,7.612,2.0,10.0,32.7847,217.3351,0.6183,0.0229
user_016,2,researcher,1,42.0,29.0,1.0,11.2502,3.0,14.0,46.7581,622.9059,0.9122,0.0966
user_016,3,researcher,1,47.0,16.0,1.0,11.8302,3.0,15.0,20.6085,702.8634,0.5655,0.087
user_016,4,researcher,1,43.0,20.0,1.0,11.8183,4.0,9.0,29.2934,536.7619,0.7071,0.0232
user_016,5,researcher,1,23.0,39.0,2.0,13.2738,3.0,15.0,22.608,315.2028,0.6296,0.0932
user_016,6,researcher,1,24.0,26.0,1.0,11.2492,3.0,19.0,55.5276,698.3223,0.8803,0.0584
user_016,7,researcher,1,26.0,29.0,1.0,7.8022,5.0,15.0,51.8233,391.9387,0.6031,0.0385
user_016,8,researcher,1,36.0,23.0,1.0,9.5536,2.0,14.0,53.1224,388.0946,0.7335,0.0227
user_016,9,researcher,1,36.0,34.0,1.0,8.4456,5.0,15.0,38.3053,463.2227,0.563,0.0611
user_016,10,researcher,1,25.0,29.0,1.0,5.6483,3.0,14.0,37.0977,538.6506,0.8274,0.0743
user_017,1,loyal_customer,2,17.0,11.0,4.0,7.2264,5.0,4.0,19.1302,217.9237,0.3056,0.0138
user_017,2,loyal_customer,2,16.0,10.0,2.0,5.9098,5.0,7.0,10.4408,160.0703,0.4481,0.0343
user_017,3,loyal_customer,2,19.0,17.0,3.0,3.8656,4.0,5.0,25.5047,251.2243,0.4853,0.0475
user_017,4,loyal_customer,2,18.0,15.0,2.0,5.6159,3.0,4.0,26.5008,360.9712,0.4019,0.0222
user_017,5,loyal_customer,2,16.0,13.0,2.0,6.3045,5.0,7.0,12.9827,357.3808,0.451,0.0426
user_017,6,loyal_customer,2,16.0,16.0,4.0,4.5204,4.0,6.0,26.6722,171.8582,0.3892,0.0302
user_017,7,loyal_customer,2,18.0,19.0,2.0,7.9176,4.0,6.0,22.9162,225.9134,0.4696,0.0337
user_017,8,loyal_customer,2,19.0,17.0,4.0,3.1452,3.0,3.0,11.5747,320.0153,0.3221,0.039
user_017,9,loyal_customer,2,16.0,11.0,2.0,4.1238,5.0,7.0,22.5656,333.5267,0.3863,0.0488
user_017,10,loyal_customer,2,17.0,14.0,2.0,3.6673,4.0,7.0,19.8575,308.3209,0.255,0.0104
user_018,1,impulse_buyer,0,21.0,8.0,7.0,0.9586,9.0,1.0,6.5602,162.3978,0.329,0.3165
user_018,2,impulse_buyer,0,18.0,12.0,5.0,0.5515,6.0,4.0,13.3244,184.9356,0.3909,0.1459
user_018,3,impulse_buyer,0,26.0,14.0,7.0,1.5799,5.0,3.0,11.1185,155.7975,0.4461,0.1916
user_018,4,impulse_buyer,0,29.0,7.0,6.0,1.7856,5.0,3.0,13.5994,372.123,0.5252,0.1033
user_018,5,impulse_buyer,0,39.0,6.0,4.0,1.2615,9.0,2.0,11.8423,276.061,0.361,0.2238
user_018,6,impulse_buyer,0,29.0,7.0,3.0,1.1469,8.0,2.0,9.2516,183.1767,0.5839,0.1078
user_018,7,impulse_buyer,0,32.0,14.0,6.0,2.8487,10.0,4.0,10.979,468.7497,0.3442,0.149
user_018,8,impulse_buyer,0,39.0,12.0,7.0,1.4717,6.0,3.0,13.2874,242.7013,0.4405,0.2357
user_018,9,impulse_buyer,0,23.0,5.0,3.0,2.9672,5.0,4.0,7.9349,105.6319,0.3994,0.2778
user_018,10,impulse_buyer,0,17.0,5.0,5.0,0.6851,11.0,2.0,6.1587,445.2414,0.6116,0.1827
user_019,1,window_shopper,4,4.0,17.0,0.0,1.2454,0.0,1.0,9.1851,285.3511,0.8379,0.0422
user_019,2,window_shopper,4,9.0,22.0,0.0,2.2958,1.0,2.0,3.1563,423.3713,0.6703,0.0271
user_019,3,window_shopper,4,4.0,24.0,0.0,1.7709,1.0,2.0,10.7352,569.3941,0.51,0.0432
user_019,4,window_shopper,4,3.0,21.0,0.0,3.5256,0.0,1.0,8.043,190.6457,0.7199,0.0038
user_019,5,window_shopper,4,8.0,26.0,0.0,3.4258,0.0,3.0,3.6407,446.1131,0.5697,0.0125
user_019,6,window_shopper,4,9.0,27.0,0.0,3.9088,1.0,4.0,7.4222,400.2554,0.4711,0.0407
user_019,7,window_shopper,4,6.0,28.0,0.0,2.9579,1.0,2.0,5.1455,344.0726,0.5081,0.0242
user_019,8,window_shopper,4,4.0,29.0,0.0,2.8895,1.0,3.0,8.6572,575.8041,0.5176,0.0389
user_019,9,window_shopper,4,3.0,26.0,0.0,3.1235,1.0,4.0,4.6626,398.564,0.8296,0.0191
user_019,10,window_shopper,4,4.0,23.0,0.0,3.0233,1.0,3.0,11.2678,381.756,0.5776,0.0082
user_020,1,loyal_customer,2,18.0,10.0,4.0,4.7849,5.0,4.0,23.5149,390.0631,0.2761,0.045
user_020,2,loyal_customer,2,19.0,11.0,3.0,7.6563,3.0,7.0,29.0603,325.6957,0.2126,0.0463
user_020,3,loyal_customer,2,16.0,10.0,3.0,3.1699,5.0,3.0,19.3189,173.3635,0.412,0.0296
user_020,4,loyal_customer,2,13.0,14.0,5.0,5.0786,5.0,6.0,25.9754,386.2974,0.3826,0.0202
user_020,5,loyal_customer,2,16.0,19.0,5.0,7.8422,3.0,6.0,15.1845,180.5846,0.4827,0.0284
user_020,6,loyal_customer,2,13.0,19.0,3.0,4.9321,4.0,3.0,10.4617,183.3453,0.3964,0.0421
user_020,7,loyal_customer,2,19.0,17.0,4.0,5.2467,2.0,7.0,17.4456,177.0377,0.2755,0.0209
user_020,8,loyal_customer,2,17.0,13.0,5.0,3.167,3.0,4.0,10.9825,233.6859,0.3528,0.0313
user_020,9,loyal_customer,2,17.0,11.0,5.0,7.8177,3.0,6.0,10.2654,286.9529,0.423,0.0187
user_020,10,loyal_customer,2,19.0,19.0,5.0,4.6477,3.0,3.0,17.6177,259.9934,0.3411,0.0408
user_021,1,researcher,1,42.0,16.0,1.0,9.1485,3.0,9.0,47.4351,683.2899,0.6125,0.0688
user_021,2,researcher,1,34.0,24.0,1.0,14.3103,2.0,14.0,34.4586,644.3763,0.8325,0.0914
user_021,3,researcher,1,23.0,30.0,1.0,14.5061,4.0,13.0,22.0818,718.9716,0.8882,0.0555
user_021,4,researcher,1,49.0,20.0,2.0,10.323,2.0,10.0,23.3216,233.7363,0.6983,0.0668
user_021,5,researcher,1,30.0,26.0,2.0,8.8616,4.0,11.0,56.4257,773.6105,0.6926,0.0358
user_021,6,researcher,1,45.0,35.0,2.0,9.9962,5.0,13.0,58.9497,564.3538,0.6837,0.0424
user_021,7,researcher,1,26.0,23.0,2.0,13.2681,3.0,16.0,51.7557,792.5384,0.8056,0.0988
user_021,8,researcher,1,23.0,39.0,1.0,5.0024,2.0,18.0,57.3446,707.1482,0.6051,0.0823
user_021,9,researcher,1,21.0,20.0,1.0,9.753,5.0,13.0,22.5414,377.3731,0.9337,0.0631
user_021,10,researcher,1,29.0,30.0,2.0,9.1549,2.0,10.0,21.4483,485.7989,0.8189,0.0292
user_022,1,price_sensitive,3,24.0,10.0,3.0,9.1879,13.0,17.0,24.6696,195.9915,0.9018,0.0523
user_022,2,price_sensitive,3,25.0,27.0,2.0,5.1048,12.0,15.0,38.6435,151.2113,0.874,0.105
user_022,3,price_sensitive,3,16.0,22.0,2.0,6.2473,14.0,16.0,33.974,114.4612,0.9422,0.0586
user_022,4,price_sensitive,3,25.0,16.0,3.0,9.0947,10.0,17.0,22.8948,77.7042,0.926,0.1504
user_022,5,price_sensitive,3,21.0,29.0,1.0,6.4797,14.0,12.0,19.8432,83.4378,0.848,0.0561
user_022,6,price_sensitive,3,21.0,26.0,3.0,7.6568,12.0,16.0,35.1486,130.0437,0.6369,0.1696
user_022,7,price_sensitive,3,28.0,28.0,3.0,6.4126,7.0,16.0,36.6927,92.6224,0.8741,0.1506
user_022,8,price_sensitive,3,33.0,20.0,3.0,3.6296,6.0,16.0,25.6684,112.0864,0.8724,0.0923
user_022,9,price_sensitive,3,32.0,15.0,2.0,7.3051,9.0,21.0,15.0617,187.6474,0.6279,0.1847
user_022,10,price_sensitive,3,18.0,21.0,1.0,3.4902,7.0,18.0,39.7582,160.7063,0.7146,0.1741
user_023,1,deal_hunter,6,31.0,20.0,0.0,5.0208,17.0,17.0,22.4867,60.7861,0.7831,0.2492
user_023,2,deal_hunter,6,42.0,33.0,0.0,5.3176,12.0,12.0,39.0455,87.0398,0.9443,0.1679
user_023,3,deal_hunter,6,26.0,16.0,0.0,8.9715,10.0,13.0,25.8409,112.2324,0.7188,0.2426
user_023,4,deal_hunter,6,48.0,30.0,1.0,5.3139,17.0,20.0,44.3079,59.6816,0.85,0.1767
user_023,5,deal_hunter,6,39.0,28.0,8.0,5.2471,15.0,20.0,35.2702,101.2721,0.965,0.0827
user_023,6,deal_hunter,6,50.0,31.0,9.0,9.071,16.0,25.0,24.4822,56.0253,0.986,0.1979
user_023,7,deal_hunter,6,38.0,27.0,0.0,5.1934,13.0,20.0,38.4096,80.3053,0.9304,0.1712
user_023,8,deal_hunter,6,53.0,26.0,7.0,10.9296,10.0,20.0,32.7944,111.2443,0.7893,0.1876
user_023,9,deal_hunter,6,28.0,26.0,1.0,11.6356,10.0,18.0,40.3284,62.0578,0.7218,0.0881
user_023,10,deal_hunter,6,50.0,30.0,0.0,9.6998,16.0,20.0,47.1987,97.4122,0.9713,0.2333
user_024,1,gift_buyer,7,7.0,6.0,1.0,1.8345,3.0,6.0,9.6153,659.9412,0.5746,0.0473
user_024,2,gift_buyer,7,12.0,4.0,1.0,1.1847,2.0,3.0,7.3768,1407.7315,0.5169,0.023
user_024,3,gift_buyer,7,12.0,7.0,2.0,2.0034,3.0,3.0,6.417,758.2949,0.3121,0.0488
user_024,4,gift_buyer,7,9.0,9.0,1.0,1.6863,2.0,4.0,5.0807,1232.0362,0.4549,0.0357
